Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,120.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Administrative,Administrative,125.5,No,No,No,Yes,Male,No,18,No,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,130.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Agriculture/Fishery,110.0,Yes,No,No,Yes,Female,No,33,No,0,6,7,6,11.0,0,0,6,11,5,11.0,0,9.4,-0.8,-3.12,Graduate
Single,Transfer,1,Nursing,Daytime,Secondary education,160.0,Portuguese,Basic Education 1st Cycle,Basic Education 2nd Cycle,Unskilled,Construction/Craft,161.0,Yes,No,No,Yes,Female,Yes,22,No,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,120.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Administrative,Service/Security/Sales,100.0,No,No,No,Yes,Female,Yes,25,No,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,1,Communication Design,Daytime,Secondary education,124.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Administrative,Student,117.6,Yes,No,No,Yes,Male,No,20,No,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,6,Management,Daytime,Secondary education,143.0,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,128.7,Yes,No,No,Yes,Male,No,23,No,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled
Single,Change of course,2,Informatics Engineering,Daytime,Secondary education,115.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Unskilled,Agriculture/Fishery,112.2,Yes,No,Yes,Yes,Male,No,18,No,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Armed Forces,100.8,No,No,No,Yes,Male,No,24,No,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,2nd phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,133.1,Brazilian,Basic Education 3rd Cycle,Secondary Education - 12th Year,Unskilled,Unskilled,105.0,Yes,No,No,No,Female,No,21,Yes,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
Single,International student (bachelor),1,Equinculture,Daytime,Secondary education,133.1,Brazilian,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Administrative,100.0,No,No,No,Yes,Female,No,26,Yes,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
Married,Over 23 years old,1,Basic Education,Daytime,11th year - not completed,133.1,Portuguese,Basic Education 1st Cycle,Unknown,Student,Student,115.5,No,No,No,Yes,Female,No,39,No,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic Education 1st Cycle,Basic Education 3rd Cycle,Unskilled,Unskilled,114.0,No,No,No,Yes,Female,No,44,No,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,Graduate
Single,International student (bachelor),1,Informatics Engineering,Daytime,Secondary education,130.0,Santomean,Basic Education 2nd Cycle,Higher Education - Degree,Unskilled,Intellectual/Scientific,137.0,Yes,No,No,Yes,Male,No,19,Yes,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled
Single,1st phase - general contingent,5,Journalism and Communication,Daytime,Secondary education,135.0,Portuguese,Basic Education 1st Cycle,Secondary Education - 12th Year,Service/Security/Sales,Service/Security/Sales,124.9,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,132.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Construction/Craft,Construction/Craft,120.3,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,135.0,Portuguese,Secondary Education - 12th Year,Higher Education - Bachelor's,Unskilled,Executive/Director,134.3,Yes,No,No,Yes,Female,No,19,No,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled
Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,115.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intellectual/Scientific,Intellectual/Scientific,111.5,Yes,No,Yes,No,Female,No,19,No,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,130.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,128.8,No,No,No,Yes,Female,No,21,No,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
Single,1st phase - general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled,Armed Forces,110.0,Yes,No,No,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,130.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Agriculture/Fishery,Service/Security/Sales,113.5,Yes,No,No,Yes,Female,No,36,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Divorced,Over 23 years old,1,Agronomy,Daytime,Other - 11th year,133.1,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Agriculture/Fishery,160.0,No,No,No,Yes,Female,No,43,No,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate
Single,3rd phase - general contingent,1,Basic Education,Daytime,Secondary education,123.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Construction/Craft,117.4,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
Single,Change of institution/course,1,Communication Design,Daytime,Secondary education,130.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Intellectual/Scientific,Machine Operator,122.2,No,No,Yes,Yes,Female,No,20,No,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,2,Social Service,Daytime,Secondary education,122.0,Portuguese,Basic Education 1st Cycle,Basic Education 2nd Cycle,Administrative,Construction/Craft,118.2,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,113.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Administrative,106.7,Yes,No,No,Yes,Female,No,20,No,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,111.0,Portuguese,Higher Education - Degree,Higher Education - Master's,Administrative,Technician/Professional,108.2,Yes,No,No,Yes,Female,No,20,No,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
Single,2nd phase - general contingent,2,Basic Education,Daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Unskilled,Technician/Professional,107.0,Yes,No,No,Yes,Female,No,20,No,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,142.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Agriculture/Fishery,Construction/Craft,136.1,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate
Single,2nd phase - general contingent,2,Management,Daytime,Secondary education,123.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Administrative,Construction/Craft,115.3,Yes,No,No,Yes,Female,Yes,18,No,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,131.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Unskilled,139.8,Yes,No,No,Yes,Female,No,19,No,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,158.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Administrative,Construction/Craft,157.0,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate
Single,2nd phase - general contingent,2,Nursing,Daytime,Secondary education,122.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,131.0,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout
Single,Change of course,1,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled,Service/Security/Sales,100.0,No,No,No,Yes,Female,No,20,No,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,154.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Unskilled,Construction/Craft,140.4,Yes,No,No,Yes,Female,Yes,20,No,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled
Single,2nd phase - general contingent,1,Management,Daytime,Secondary education,120.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Technician/Professional,Technician/Professional,113.4,No,No,No,Yes,Female,No,20,No,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled
Single,1st phase - general contingent,2,Veterinary Nursing,Daytime,Secondary education,140.0,Portuguese,Basic Education 1st Cycle,Basic Education 2nd Cycle,Unskilled,Construction/Craft,137.0,No,No,No,Yes,Female,No,18,No,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,127.0,Portuguese,Higher Education - Bachelor's,Basic Education 3rd Cycle,Administrative,Service/Security/Sales,121.8,No,No,No,Yes,Female,No,18,No,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Service/Security/Sales,131.0,Yes,No,No,Yes,Female,No,21,No,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,2,Management,Daytime,Secondary education,120.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Construction/Craft,118.6,Yes,No,No,Yes,Female,No,19,No,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,137.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle,Intellectual/Scientific,Unskilled,122.3,No,No,No,Yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,131.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,127.9,No,No,No,Yes,Female,Yes,19,No,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Administrative,Construction/Craft,121.3,Yes,No,No,Yes,Female,No,19,No,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,6,Oral Hygiene,Daytime,Secondary education,122.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Service/Security/Sales,117.1,Yes,No,No,Yes,Female,No,19,No,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,160.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,160.0,Yes,No,No,Yes,Female,No,20,No,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,146.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Unskilled,Technician/Professional,145.3,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled
Single,2nd phase - general contingent,3,Social Service,Daytime,Secondary education,131.0,Portuguese,Secondary Education - 12th Year,Technological Specialization Course,Service/Security/Sales,Technician/Professional,122.6,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,6,Nursing,Daytime,Secondary education,132.0,Portuguese,Secondary Education - 12th Year,Basic Education 1st Cycle,Machine Operator,Unskilled,128.0,Yes,No,No,Yes,Female,No,19,No,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,138.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Service/Security/Sales,Machine Operator,124.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout
Single,2nd phase - general contingent,2,Communication Design,Daytime,Secondary education,130.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,123.7,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,4,Management,Daytime,Secondary education,126.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Administrative,Machine Operator,120.1,Yes,No,No,Yes,Female,No,19,No,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general contingent,6,Nursing,Daytime,Secondary education,148.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Technician/Professional,Technician/Professional,131.7,Yes,No,No,Yes,Female,No,19,No,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Change of course,1,Social Service,Daytime,Secondary education,130.0,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Unskilled,Construction/Craft,133.2,No,No,No,Yes,Female,No,20,No,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,117.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Technician/Professional,Unskilled,109.3,No,No,Yes,No,Female,Yes,19,No,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,120.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Service/Security/Sales,Service/Security/Sales,113.0,Yes,No,No,Yes,Female,No,20,No,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,153.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Secretary/Data Operator,Food/Wood/Clothing,157.9,No,No,Yes,Yes,Female,Yes,18,No,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,117.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Administrative,Construction/Craft,112.1,No,No,No,Yes,Female,Yes,20,No,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled
Single,3rd phase - general contingent,1,Nursing,Daytime,Secondary education,178.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Administrative,Machine Operator,174.7,No,No,No,Yes,Female,No,18,No,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,129.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,128.8,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,6,Journalism and Communication,Daytime,Secondary education,116.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Administrative,Administrative,110.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate
Single,Change of institution/course,1,Management,Daytime,Secondary education,99.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Technician/Professional,Technician/Professional,99.7,Yes,No,Yes,No,Female,No,22,No,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general contingent,3,Social Service,Daytime,Secondary education,135.0,Portuguese,Secondary Education - 12th Year,Other - 11th Year,Unskilled,Armed Forces,121.0,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,141.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Construction/Craft,131.7,Yes,No,No,Yes,Female,Yes,19,No,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,5,Basic Education,Daytime,Secondary education,132.0,Portuguese,Basic Education 1st Cycle,Basic Education 2nd Cycle,Service/Security/Sales,Agriculture/Fishery,119.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,4,Tourism,Daytime,Secondary education,132.0,Portuguese,Other - 11th Year,Basic Education 3rd Cycle,Unskilled,Unskilled,124.7,Yes,No,No,Yes,Female,No,19,No,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,113.0,Portuguese,Secondary Education - 12th Year,Basic Education 1st Cycle,Unskilled,Armed Forces,117.2,Yes,No,No,Yes,Female,No,20,No,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,134.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle,Intellectual/Scientific,Armed Forces,128.8,No,No,No,Yes,Female,No,18,No,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,136.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Unskilled,Unskilled,131.5,No,No,No,Yes,Female,Yes,20,No,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,136.0,Portuguese,Higher Education - Degree,Basic Education 1st Cycle,Intellectual/Scientific,Machine Operator,121.7,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,129.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Administrative,Construction/Craft,123.4,No,No,No,Yes,Female,No,19,No,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general contingent,1,Basic Education,Daytime,Secondary education,138.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Construction/Craft,Agriculture/Fishery,124.7,Yes,No,No,Yes,Female,No,18,No,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,137.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,132.8,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate
